job_id,job_title,date,company_name,field,country,country_code,region,coordinates,full_description
HR94,SENIOR IT CLERK M/F,2025-12-09,General Hospital Varaždin,"Cloud, DevOps & Systems Engineering",Croatia,HR,Zagreb,"(None, None)","OPĆA BOLNICA VARAŽDIN Temeljem članka 24. Statuta Opće bolnice Varaždin, članka 24. Temeljnog kolektivnog ugovora za zaposlenike u javnim službama („Narodne novine“ broj 29/24.) i suglasnosti Ministarstva zdravstva, Ravnatelj Opće bolnice Varaždin raspisuje N A T J E Č A J za prijam u radni odnos (m/ž) viši informatički referent – dva (2) izvršitelja – na neodređeno vrijeme (koje je sukladno Uredbi o nazivima radnih mjesta, uvjetima za raspored i koeficijentima za obračun plaće u javnim službama („Narodne novine“ 22/24.) prevedeno u viši informatičar ). UVJETI: - VŠS, prvostupnik/prvostupnica ekonomske, informatičke ili elektrotehničke struke, bacc. Kandidati su uz molbu dužni priložiti dokaze o ispunjavanju uvjeta iz natječaja u preslici/originalu i to: - diploma ili potvrda o završenoj traženoj stručnoj spremi 
- dokaz o državljanstvu 
- životopis dostaviti u europskom formatu (Europass) 
- popunjen i potpisan obrazac privole za prikupljanje i obradu osobnih podataka. U slučaju da je kandidat stekao obrazovnu kvalifikaciju u inozemstvu, obvezan je uz molbu priložiti i rješenje ili potvrdu nadležnog državnog tijela o priznavanju inozemne obrazovne kvalifikacije. Ako za radno mjesto postoji potreba polaganja ispita radi stjecanja određenih znanja i vještina ili je to propisano posebnim propisima, radnika se može zaposliti na radno mjesto uz uvjet da ispit položi u roku od 1 godine od zasnivanja radnog odnosa, a u slučaju da radnik u navedenom roku ispit ne položi, može mu se otkazati ugovor o radu. Kandidati koji će obavljati poslove u zdravstvenoj djelatnosti ne mogu se primiti u radni odnos za obavljanje poslova osoba koja u sustavu zdravstva neposredno u vidu zanimanja pruža zdravstvenu zaštitu te koja sudjeluje u dijagnostičkim i terapijskim postupcima, a protiv koje je pokrenut kazneni postupak ili koja je pravomoćno osuđena za neko od kaznenih djela iz glave XVI. Kaznenog zakona („Narodne novine“, br. 125/11., 144/12., 56/15., 61/15. – ispravak, 101/17., 118/18., 126/19., 84/21., 114/22., 114/23. i 36/24.) – Kaznena djela protiv spolne slobode i glave XVII. istoga Zakona – Kaznena djela spolnog zlostavljanja i iskorištavanja djeteta. Poslodavac je dužan po službenoj dužnosti pribaviti dokaz da kandidat  nije osuđen za kaznena djela iz glave XVI. Kaznenog zakona („Narodne novine“, br. 125/11., 144/12., 56/15., 61/15. – ispravak, 101/17., 118/18., 126/19., 84/21., 114/22., 114/23. i 36/24.) – Kaznena djela protiv spolne slobode i glave XVII. istoga Zakona – Kaznena djela spolnog zlostavljanja i iskorištavanja djeteta. Prijavom na natječaj kandidat daje privolu Općoj bolnici Varaždin za prikupljanje i obradu osobnih podataka navedenih u prijavi na natječaj te dokumentaciji dostavljenoj uz prijavu, a u svrhu odabira kandidata za zapošljavanje, na dostavu obavijesti o rezultatima natječaja koja se dostavlja svim kandidatima, na objavu imena i prezimena odabranog kandidata na oglasnim pločama i na web stranici Opće bolnice Varaždin te da se s natječajnom dokumentacijom postupa sukladno općim aktima Opće bolnice Varaždin. Obrazac privole kao privitak natječaju nalazi se na web stranici Opće bolnice Varaždin PRIVOLA ili u urudžbenom zapisniku Opće bolnice Varaždin. Bez uredno popunjene, potpisane te priložene privole prijavi na natječaj, prijava će se smatrati neurednom i nepotpunom i ista će se odbaciti. Osobe koje prema posebnim propisima ostvaruju pravo prednosti, moraju se u molbi pozvati na to pravo, odnosno uz molbu priložiti svu propisanu dokumentaciju prema posebnom zakonu. Kandidati koji mogu ostvariti pravo prednosti kod prijama u javnu službu sukladno članku 102. Zakona o hrvatskim braniteljima iz Domovinskog rata i članova njihovih obitelji („Narodne novine“ broj 121/17., 98/19., 84/21. i 156/23.), članku 48.f Zakona o zaštiti vojnih i civilnih invalida rata („Narodne novine“ broj 33/92., 57/92., 77/92., 27/93., 58/93., 02/94., 76/94., 108/95., 108/96., 82/01., 103/03, 148/13. i 98/19.), članku 9. Zakona o profesionalnoj rehabilitaciji i zapošljavanju osoba s invaliditetom („Narodne novine“ broj 157/13.,152/14, 39/18. i 32/20.), dužni su u prijavi na javni natječaj pozvati na to pravo te imaju prednost u odnosu na ostale kandidate samo pod jednakim uvjetima. Kandidati koji se pozivaju na pravo prednosti prilikom zapošljavanja u skladu s člankom 102. Zakona o hrvatskim braniteljima iz Domovinskog rata i članova njihovih obitelji („Narodne novine“ broj 121/17., 98/19., 84/21. i 156/23.) uz prijavu na natječaj dužni su priložiti osim dokaza o ispunjavanju traženih uvjeta i sve potrebne dokaze dostupne na poveznici Ministarstva hrvatskih branitelja: https://branitelji.gov.hr/zaposljavanje-843/843 . Kandidati koji se pozivaju na pravo prednosti prilikom zapošljavanja sukladno članku 48.f Zakona o zaštiti civilnih i vojnih invalida rata („Narodne novine“ broj 33/92., 57/92., 77/92., 27/93., 58/93., 02/94., 76/94., 108/95., 108/96., 82/01., 103/03, 148/13. i 98/19.), uz molbu na natječaj dužni su, osim dokaza o ispunjavanju traženih uvjeta, priložiti i rješenje, odnosno potvrdu iz koje je vidljivo navedeno pravo. Kandidati koji se pozivaju na pravo prednosti prilikom zapošljavanja sukladno članku 9. Zakona o profesionalnoj rehabilitaciji i zapošljavanju osoba s invaliditetom („Narodne novine“ broj 157/13., 152/14, 39/18. i 32/20) , uz molbu na natječaj dužni su, osim dokaza o ispunjavanju traženih uvjeta, priložiti i rješenje o utvrđenom invaliditetu, odnosno drugi dokaz o invaliditetu. Kandidati će biti pozvani na provjeru znanja. Vrijeme i mjesto provjere znanja objavit će se na web- stranici Opće bolnice Varaždin; www.obv.hr i na oglasnoj ploči Opće bolnice Varaždin.  
Odluka o odabiru kandidata objavljuje se na web-stranici i oglasnoj ploči Opće bolnice Varaždin. Prijave s dokazima o ispunjavanju uvjeta podnose se u roku od 8 dana od dana objave ovog natječaja na oglasnoj ploči Hrvatskog zavoda za zapošljavanje, Područni ured Varaždin, na adresu: Opća bolnica Varaždin, 42 000 Varaždin, Ivana Meštrovića 1 u zatvorenoj kuverti s naznakom „za natječaj _______________________“  i „ne otvaraj“- obvezno je potrebno navesti za koji natječaj i koje se radno mjesto kandidati javljaju. Ukoliko se kandidat javlja na više radnih mjesta, potrebno je dostaviti svaku prijavu odvojeno. Nepotpune i nepravodobne prijave neće se razmatrati."
HR95,OPERATOR IN MACHINE PROCESSING,2025-11-06,LTH Alucast Ltd.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)",poznavanje osnovnih pravila pokretanja i rada CNC strojeva samostalno posluživanje CNC strojeva s različitim odljevcima i pakiranje odljevaka nadzor i razumijevanje procesa poznavanje i provjeravanje pravilnosti rada steznih naprava te postavljanje odljevaka na stezne naprave pregledavanje odljevaka i prepoznavanje grešaka u skladu s kontrolnom dokumentacijom
HR96,CNC OPERATOR / CNC OPERATOR ON SAWING PLANT - MASCULINE / FEMININE,2025-10-16,"Sawmill, Production and Trade Vlado Friščić","Cloud, DevOps & Systems Engineering",Croatia,HR,Zagreb,"(None, None)","Operater/operaterka na modernom cnc pilanskom postrojenju. 
 
Opis posla: upravlja strojem (tračnom pilom) za piljenje trupaca, pili trupce prema pravilima struke.  
 
Uvjeti: završena srednja škola. U obzir dolaze kandidati/kandidatkinje koji su motivirani i voljni učiti navedeni posao. 
 
Poslodavac nudi početnu plaću od 1.350 € (neto)."
HR97,CNC OPERATOR (male)/CNC OPERATOR (female),2025-12-11,LN METALI d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","Tražimo motiviranu i odgovornu osobu za rad na CNC strojevima (strojna obrada metala). 
 
Nudimo: stimulativna primanja. mogućnost dodatnog usavršavanja i stalno zaposlenje"
HR98,ENGINEER FOR DEVELOPMENT AND MAINTENANCE OF IP NETWORK - OPTICAL NETWORKS,2025-12-11,Optics Cable TV d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","Inženjer za razvoj i održavanje IP mreže – optičke mreže (m/ž) Optika kabel TV d.o.o. (OKTV) je tvrtka koja se bavi pružanjem usluga elektroničkih komunikacija (telefonije, Interneta, najma kapaciteta, OTT-a, WiFi mreža) na hrvatskom tržištu. OKTV gradi i ima cjelokupnu mrežu na vlastitoj optičkoj infrastrukturi do krajnjeg korisnika te nudi pristupne brzine od 1 Gbps i veće. Ako si timski igrač, odgovoran i usmjeren ka cilju te ako razumiješ da bez inovacija nema ovacija, onda je ovo oglas kao stvoren za tebe. Tvoje radno mjesto je: ·        Razvoj i održavanje IP mreže i mrežne opreme te usluga uključujući centralni dio mreže. ·        Upravljanje konfiguracijom i promjenama mrežnih i informacijskih sustava ·        Organiziranje i vođenje dokumentacije, nadzora i revidiranja sveobuhvatnih konfiguracija ·        Proaktivno praćenje stanja i održavanje mreže i usluga kod korisnika kao i korištenje integriranih telekomunikacijskih rješenja što uključuje otklon mogućih problema, provedbu promjena i održavanje tehničke dokumentacije, kao i stvaranje i održavanje sigurnosnih kopija mrežnih elemenata ·        Tehničku implementaciju integriranih telekomunikacijskih rješenja za poslovne korisnike što uključuje fiksnu telefoniju kao i usluge vezane uz prijenos podataka i Internet u suradnji s odjelom prodaje (planiranje, realizacija i praćenje) uključujući procese uključenja, isključenja i promjena ·        uspostava redovitih kontakata i održavanje kvalitetnih odnosa sa odgovarajućim tehničkim osobama kod ključnih kupaca kao i tehnička potpora prodajnom odjelu u organizaciji i prezentacija za korisnike ·        koordinacija rada  sa ostalim organizacijskim dijelovima tvrtke, zadavanje radnih naloga te nadzor i kontrola njihovog izvršenja ·        Priprema izvještaja za  upravljačke i institucionalne potrebe ·        Interna edukacija djelatnika prema potrebi Od kandidata/kandidatkinje očekujemo: ·        VSS/VŠS tehničkog smjera (FER, Fakultet prometnih znanosti, TVZ) ·        3-5 godine radnog iskustva na istim ili sličnim poslovima ·        Tehničko znanje i iskustvo na CCNP nivou ·        Napredno poznavanje mrežnih tehnologija i protokola ·        Napredno poznavanje VoIP protokola, konfiguracija IP telefona i platformi ·        Napredno iskustvo u konfiguriranju, nadzoru i otklanjanju poteškoća u radu mrežnih uređaja jednog od slijedećih proizvođača Cisco, HP, Huawei, Mikrotik, Fortinet, ZTE (GPON) ·        Samostalnost u izvršavanju radnih zadataka ·        Usmjerenost na potrebe korisnika ·        Komunikacijske vještine ·        Izvrsno znanje rada u MS Office aplikacijama ·        Prednost imaju kandidati koji su prošli sigurnosnu provjeru ·        Znanje engleskog jezika u pismu i govoru ·        Vozačku dozvolu B kategorije Nudimo: - rad u ugodnom okruženju i ambicioznom timu - edukaciju i usavršavanje - mogućnost razvoja i primjene kreativnih ideja - financijski paket neto 2.400,00 – 3,000,00 EUR sukladno iskustvu i poslovnim rezultatima - dodatne pogodnosti ovisno o iskustvu i dogovoru - radno vrijeme 08:00 - 16:00 h -Mjesto rada: Zaprešić"
HR101,JOB POSITION III. TECHNICAL ASSISTANT – LAB TECHNICIAN,2025-12-03,"UNIVERSITY OF ZAGREB, FACULTY OF SCIENCE AND MATHEMATICS",Other / Undefined,Croatia,HR,Zagreb,"(None, None)","SVEUČILIŠTE U ZAGREBU 
PRIRODOSLOVNO-MATEMATIČKI FAKULTET 
Zagreb, Horvatovac 102a 
r a s p i s u j e 
N A T J E Č A J 
 
za zasnivanje radnog odnosa na radnom mjestu III. vrste Tehnički suradnik – laborant, na određeno vrijeme do povratka odsutne djelatnice na rad, u punom radnom vremenu, u Zavodu za opću i anorgansku kemiju pri PMF-u, Kemijskom odsjeku - 1 izvršitelj. 
Ponude s dokazima o ispunjavanju uvjeta iz natječaja dostavljaju se isključivo putem mrežne poveznice: https://posao.pmf.hr/opening-login?openingUUID=245ab025-9d49-4264-94a8-28fef9e02a00 UVJETI ZA ZASNIVANJE RADNOG ODNOSA: 
 Osim općih uvjeta za zasnivanje radnog odnosa utvrđenih zakonom, kandidati moraju ispunjavati i sljedeće uvjete: 
• SSS (četverogodišnja) 
Na natječaj se, pod jednakim uvjetima, imaju pravo javiti osobe oba spola. Pojmovi koji se koriste u ovom natječaju, a koji imaju rodni značaj, bez obzira jesu li korišteni u muškom ili ženskom rodu, obuhvaćaju na jednak način i muški i ženski rod. 
Kandidat koji ostvaruje prednost pri zapošljavanju, temeljem posebnih propisa, dužan je u prijavi na natječaj pozvati se na to pravo, te uz prijavu na natječaj priložiti sve dokaze koje posebni propisi određuju za ostvarivanje prava na prednost pri zapošljavanju, te dokaze o ispunjavanju svih uvjeta odnosno nepostojanju zapreka koje posebni propis određuje za ostvarivanje prava prednosti. Takvi kandidati ostvaruju prednost pri zapošljavanju po predmetnom natječaju u odnosu na ostale kandidate, pod istim uvjetima utvrđenim natječajem, na temelju uredne, potpune i pravovremene prijave na natječaj, pod uvjetom da zadovoljavaju sve uvjete natječaja te da su ostvarili najbolji rezultat u selekcijskom postupku. 
Kandidati su obavezni uz prijavu na natječaj dostaviti: 
• životopis, 
• dokaz o državljanstvu, 
• dokaz o stečenoj stručnoj spremi, 
Urednom i potpunom prijavom smatra se prijava koja sadrži sve podatke i sve priloge tražene u natječaju. Nepotpune, neuredne, te nepravovremene prijave neće se razmatrati, niti će podnositelji takvih prijava naknadno biti pozvani na dopunu iste. 
Kandidati koji su se prijavili na natječaj, a koji u potpunosti ispunjavaju sve formalne uvjete natječaja mogu biti pozvani u selekcijski postupak razgovora (intervjua). 
O selekcijskom postupku razgovora na koji budu pozivani, kandidati će biti obaviješteni o vremenu i mjestu istog posebnim pozivom putem e-maila. 
Za kandidata koji se ne odazove selekcijskom postupku razgovora na koji je pozvan prema posebnom pozivu, smatrat će se da je odustao od natječajnog postupka. 
Sveučilište u Zagrebu Prirodoslovno-matematički fakultet prikuplja i obrađuje osobne podatke kandidata na natječaj za zasnivanje radnog odnosa u svrhu provjere kvalificiranosti i zadovoljavanja uvjeta natječaja, sukladno Odluci o prikupljanju, zaštiti i obradi osobnih podataka (KLASA: 035-01/18-01/5;URBROJ:251-58-10201-18-2). 
Rok za podnošenje prijava na natječaj je 15 dana po objavljivanju natječaja u ""Narodnim novinama"". 
Rezultati natječajnog postupka objavit će se na službenoj internetskoj stranici PMF-a: www.pmf.unizg.hr (Natječaji)."
HR102,INSPECTOR OF METAL COMPONENTS,2025-11-19,TECHNIC d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","TECHNIC je tvrtka specijalizirana za projektiranje, montažu industrijskih strojeva i postrojenja, proizvodnju i sklapanje sklopnih elemenata te fabrikaciju cjevovoda. Okupljamo tim iskusnih stručnjaka i inženjera koji prate svjetske tehnološke trendove i dostignuća. Zapošljava niz visoko educiranih stručnjaka te visokokvalificiranih djelatnika angažiranih na brojnim energetskim projektima diljem Europe. UVJETI: Sposobnost rada s mjernim i ispitnim uređajima Pouzdanost, preciznost i odgovoran pristup poslu Poželjno iskustvo u kontroli kvalitete ili sličnim poslovima (nije uvjet) Opis poslova: Korištenje uređaja za ispitivanje metalnih komponenti Kontrola čistoće metalnih komponenti Kontrola dijelova metalnih komponenti Kontrola zavara na metalnim komponentama Kontrola predmontaže metalnih komponenti Kontrola metalnih komponenti nakon plastificiranja Mjerenje dimenzija metalnih komponenti i dijelova prema tehničkoj dokumentaciji Evidentiranje rezultata ispitivanja i popunjavanje kontrolnih obrazaca Prepoznavanje odstupanja i prijava nepravilnosti voditelju proizvodnje ili kontrole kvalitete Suradnja s montažerima i proizvodnim timom u rješavanju uočenih problema Izvođenje osnovnih vizualnih i funkcionalnih testova proizvoda Korištenje osnovnih mjernih alata (šubler, metar, mikrometar, mjerne šablone itd.) Priprema metalnih komponenti za ispitivanje (čišćenje, pozicioniranje, označavanje) Kontrola zaštitnih premaza i završne obrade proizvoda Osiguravanje usklađenosti proizvoda sa sigurnosnim i kvalitetnim standardima Praćenje i poštivanje procedura kontrole kvalitete Održavanje čistoće i urednosti radnog mjesta Povremeno sudjelovanje u internim testiranjima novih postupaka kontrole Nudimo: Stabilan posao u rastućoj kompaniji Rad u ugodnom i uhodanom timu Mogućnost dodatnog usavršavanja"
HR103,ASSOCIATE PROFESSOR AT THE DEPARTMENT OF HEALTH ECOLOGY,2025-12-03,UNIVERSITY OF RIJEKA MEDICAL FACULTY,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","Opis poslova: ustrojava i izvodi nastavnu iz predmeta koji spadaju u znanstveno polje ili granu za koju je izabran, mentor je studenima preddiplomskih, diplomskih, stručnih i poslijediplomskih studija, sudjeluje u znanstvenoistraživačkom i stručnom radu Medicinski fakultet u Rijeci raspisuje 
N A T J E Č A J 
za izbor znanstvenika/ice na znanstveno-nastavno radno mjesto izvanrednog/ne profesora/ice iz znanstvenog područja biomedicina i zdravstvo, znanstveno polje javno zdravstvo i zdravstvena zaštita,  znanstvena grana zdravstvena ekologija, na Katedri za zdravstvenu ekologiju  Medicinskog fakulteta u Rijeci, u nastavnoj bazi Nastavni zavod za javno zdravstvo PGŽ, na neodređeno vrijeme, u nepunom radnom vremenu – 10 sati tjedno (za 50% nastavne obveze). 
Kandidati na natječaj moraju ispunjavati uvjete propisane Zakonom o visokom obrazovanju i znanstvenoj djelatnosti i Odluke o nužnim uvjetima za ocjenu nastavne i znanstveno-stručne djelatnosti u postupku izbora u znanstveno-nastavna zvanja Rektorskog zbora i Nacionalnog vijeća za znanost, visoko obrazovanje i tehnološki razvoj, Pravilnika o uvjetima za izbor u znanstvena zvanja Nacionalnog vijeća za znanost, visoko obrazovanje i tehnološki razvoj i Pravilnika o dodatnim uvjetima za izbor na znanstveno-nastavna radna mjesta iz područja biomedicine i zdravstva Medicinskog fakulteta u Rijeci. Kandidati na natječaj za izbor na znanstveno-nastavno radno mjesto uz prijavu prilažu dokumentaciju prema: Uputama za pisanje prijave za izbor u znanstveno-nastavno zvanje (nalaze se na WEB stranicamaFakulteta) • životopis, opis znanstveno-nastavne aktivnosti, potvrdu o ocijeni studentske ankete (ne odnosi se za izbore u docente), svjedodžbu o zdravstvenoj sposobnosti ovlaštenog liječnika medicine rada, predaju se isključivo u PDF formatu. 
Prijave na natječaj mogu dostaviti osobe oba spola (članak 13. stavak 2. Zakona o ravnopravnosti spolova, NN 82/08, 69/17). 
Prijavom na natječaj kandidat daje privolu da se svi njegovi osobni podaci sadržani u natječajnoj dokumentaciji prikupljaju i obrađuju u svrhu provedbe natječaja u skladu s propisima koji uređuju zaštitu osobnih podataka. 
Kandidati koji se na temelju posebnih propisa pozivaju na pravo prednosti prilikom zapošljavanja, obvezni su u prijavi na natječaj pozvati se na to pravo i priložiti sve dokaze koje posebni propisi određuju za ostvarivanje tog prava. Takvi kandidati ostvaruju prednost prilikom zapošljavanja u odnosu na ostale kandidate, samo pod jednakim uvjetima. Kandidati koji ostvaruju pravo prednosti pri zapošljavanju po Zakonu o hrvatskim braniteljima iz Domovinskog rata i članova njihovih obitelji, Zakonu o civilnim stradalnicima iz Domovinskog rata, dužni su se uz prijavu na natječaj pozvati na to pravo, te priložiti dokaze o ispunjavanju tih uvjeta. 
Kandidati kojima hrvatski jezik nije materinji jezik moraju priložiti dokaz o poznavanju hrvatskog jezika (razina B2) prema Zajedničkom europskom referentnom okviru za jezike. Kandidati koji su stekli obrazovanje izvan Republike Hrvatske, moraju dostaviti mišljenje nadležne agencije o stečenoj inozemnoj stručnoj kvalifikaciji. 
  
Fakultet zadržava pravo da prije donošenja odluke, s kandidatima koji podnesu pravovremenu i urednu prijavu te ispunjavaju formalne uvjete natječaja provede provjeru znanja i vještina testiranjem i/ili intervjuom. O održavanju testiranja i/ili intervjua kandidati će biti pravodobno obaviješteni. Ukoliko kandidat ne pristupi provjeri, smatrat će se da je povukao prijavu na natječaj. Fakultet zadržava pravo da djelomično ili u cijelosti poništi natječaj te da ne izvrši izbor niti jednog kandidata bez posebnog obrazloženja. 
Rok za podnošenje prijava je 30 dana od dana objave natječaja. Prijave se podnose putem elektroničke pošte pisarnica@medri.uniri.hr . 
Nepravovremene i nepotpune prijave neće se razmatrati."
HR104,EMPLOYEE FOR BUILDING AND ENERGY MAINTENANCE AND MANAGEMENT,2025-10-10,HAIX Footwear d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","ZAPOŠLJAVAMO OSOBU NA POZICIJI: Održavanje i upravljanje zgradom i energentima Kao obiteljsko poduzeće znamo da su ljudi ti, koji svojim znanjem i vještinama pridonose našem uspjehu. Isto im vraćamo stimulativnim primanjima i korporativnom kulturom u kojoj se žive obiteljske vrijednosti. Želimo biti više od skupine timova u jednom poduzeću. Međusobna suradnja znači za nas međusobnu povezanost. Svi smo složni u uvjerenju da zajedno postižemo velike stvari. Kao poduzeće. Kao tim. Kao obitelj. Što donosiš sa sobom: SSS tehničkog ili srodnog usmjerenja Poželjno ali nije uvjet: Stručnjak za gospodarenje otpadom Poželjna ali nije uvjet: Stručni ispit za rukovanje i ispitivanje posuda pod tlakom i kompresore Izvrsno poznavanje zakonske regulative iz područja odgovornosti Minimalno 3 godine iskustva u na istim ili sličnim poslovima Dobro poznavanje MS Officea Fleksibilnost, dobre organizacijske vještine, proaktivnost u obavljanju poslova Opis radnog mjesta: Upravljanje zgradama poduzeća Upravljanje otpadom i briga o reciklažnom dvorištu te upravljanje okolišem Suradnja s vanjskim izvođačima radova Nadzor i suradnja prilikom izvođenja radova vanjskih firmi kao i primopredaja nakon izvršenih radova Planiranje i provođenje aktivnosti koje doprinose održivom razvoju objekta, uključujući energetsku učinkovitost, korištenje obnovljivih izvora energije te smanjenje negativnog utjecaja na okoliš Praćenje, evidentiranje i organizacija otklanjanja uočenih nedostataka tijekom redovnog odvijanja tehničkih, sigurnosnih i vatrogasnih operacija u objektu Redoviti pregledi imovine i njihove ispravnosti Što te očekuje: Ugovor na neodređeno vrijeme Stimulativna primanja Poticajna i prijateljska radna atmosfera Rad u dinamičnom okruženju Uvođenje u posao pod vodstvom mentora Veliki benefit paket (npr. team building, božićni domjenak, sportske aktivnosti, osiguranje 0-24, uplata u 3. mirovinski stup i još mnoge pogodnosti)"
HR105,PRODUCTION PLANNER,2025-10-22,WAM PRODUCT d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","Opis posla: 
- skupljanje narudžbi proizvodnje kako bi se poštivalo vrijeme isporuke i učinkovitost odjela 
- planiranje i puštanje u proizvodnju proizvodnih naloga 
- praćenje faze proizvodnje - s voditeljem pogona 
- izvještavanje o odstupanjima u proizvodnji - s voditeljem pogona 
- izrada dokumentacije pogona 
- analiza bilance proizvodnje i njenog odstupanja od teorijskog vremena 
 
Uvjeti: 
- poželjno iskustvo rada u SAP-u 
- engleski jezik u govoru i pismu 
- napredno korištene paketa Microsoft office 
 
Poslodavac nudi: 
- stimulativna primanja, prehranu, putni troškove, dodatnih 1000 € neto prigodnih nagrada godišnje 
- svake godine novčani dar za svako dijete do 15 g. starosti u iznosu od 130 € neto, 
- jubilarne nagrade, 
- redovno povećanje plaće, laptop, mobitel, 
- pozitivno radno okruženje."
HR106,TECHNICIAN/FEMALE TECHNICIAN IN FURNITURE PRODUCTION PREPARATION,2025-09-24,MANITU d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)",Opis poslova: - rad u programu Corpus - rad na simulaciji namještaja te daljnjoj pripremi za puštanje na strojeve - organizacija poslova
HR107,OPERATOR ON COMPUTER AND VARIOUS PRINTING MACHINES,2025-12-09,BEST,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","Opis posla: kompjuterska priprema i upravljanje cnc i graverskim strojevima, rad sa inkjet, laserskim, solventnim i UV printerima, poznavanje rada s RIP programima, poznavanje grafičkih programa, izrada jednostavnih grafičkih priprema i priprema fileova za print. Mogućnost stalnog zaposlenja."
HR108,QUALITY COORDINATOR(S),2025-11-25,Advanced Textiles Lab d.o.o.,"Cloud, DevOps & Systems Engineering",Croatia,HR,Zagreb,"(None, None)","Ogovornosti: -organizacija i koordinacija odjela zavrsne kontrole u svrhu osiguranja pravovremene isporuke gotovih proizvoda -nadzor nad procesima i procedurama u skladu s internim standardima i zakonskim propisima -Izrada i upravljanje dokumentacijom -izrada i provedba mjesecnih i godisnjih planova kontrole -izrada izvjestaja i prijedlog korektivnih mjera -suradnja s drugim odjelima i upravom radi osiguranja uskladenosti procesa -pracenje ucinkovitosti implementiranih mjera -educiranje zaposlenika o pravilima kontrole i standardima kvalitete Uvjeti: -srednja skola/ VSS/VŠS tekstilnog ili srodnog smjera -pozeljno iskustvo na poslovima kontrole ili upravljanja procesima -analiticke i organizacijske vjestine -odgovornost, preciznost i samostalnost u radu -pozeljna komunikacija na njemackom i/ili engleskom jeziku Vrsta zaposlenja : na neodredjeno sa probnim rokom od 6 mjeseci"
HR109,DISPATCHER (LOGISTICIAN) IN INTERNATIONAL TRANSPORTATION,2025-11-29,AGRO CEREAL TRANSPORTS d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","Uvjeti: - Minimalno 1 godina radnog iskustva na istim poslovima - Samostalan radnik - Vozačka dozvola B kategorije - Vrlo dobro znanje engleskog jezika - Vrlo dobro znanje rada na računalu (e-mail, excel, word) - Prednost poznavanje rada na Timocom platformi Opis poslova: - Vođenje voznog parka - Komunikacija s vozačima i klijentima - Organizacija, kordinacija i praćenje prijevoznih tura - Obrada naloga za prijevoz robe, raspoređivanje vozača i voznih jedinica za preuzete naloge - obrada transportne dokumentacije i putnih naloga. - Osiguranje efikasnog vođenja kompletnog sektora logistike Što nudimo: - Stalni radni odnos - Rad u prijateljskoj radnoj okolini - Rad u sigurnom okruženju - Božničnica i regres - Neto plaća ovisi o radnom iskustvu, širini posla koje zna i može obavljati te o tome koliko je radnik samostalan. Ukoliko ne zadovoljavate uvjete, ali smatrate da bi bili dobar kandidat i da biste se pronašli u ovom poslu te da imate dovoljno motivacije za ovaj posao - javite se."
HR110,QUALITY CONTROL TECHNICIAN,2025-11-28,HAIX Footwear d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","TEHNIČAR KONTROLE KVALITETE (m/ž) Kao obiteljsko poduzeće znamo da su ljudi ti, koji svojim znanjem i vještinama pridonose našem uspjehu. Isto im vraćamo sa stimulativnim primanjima i korporativnom kulturom u kojoj se žive obiteljske vrijednosti. Želimo biti više od skupine timova u jednom poduzeću. Međusobna suradnja znači za nas međusobnu povezanost. Svi smo složni u uvjerenju da zajedno postižemo velike stvari. Kao poduzeće. Kao tim. Kao obitelj. Očekuju te sljedeći zadaci: Kontrola ulaza sirovina i gornjišta prema propisima kompanije Kontinuirana kontrola i revizija procesa proizvodnje Kontrola kvalitete cipela prema  zadanim parametrima u katalogu Redovita kontrola i revizija procesa proizvodnje u vanjskim jedinicama proizvodnje Provedba testiranja (vodonepropusnost, antistatika, simulator hodanja) Analize grešaka (obuća, materijal...) Kontrola cipela 2. klase Održavanje i razrada pokazatelja i dokumentacije za procjenu i ocjenu kvalitete Što donosiš sa sobom: Poželjno stručno poznavanje proizvodnje cipela i/ili iskustvo u području osiguranja kvalitete Spremnost na službena putovanja Organizacijske vještine Poznavanje rada u MS Office paketu Fleksibilnost u radu Zadovoljstvo radom u timu Poželjno poznavanje njemačkog jezika ili engleskog jezika Što te očekuje: Rad u internacionalnom okruženju Ugovor na neodređeno vrijeme Poticajna i prijateljska radna atmosfera Uvođenje u posao pod vodstvom mentora Veliki benefit paket (npr. team building, božićni domjenak, sportske aktivnosti, besplatna pokretna knjižnica, osiguranje 0-24, uplata u 3. mirovinski stup i još mnoge pogodnosti)"
