job_id,job_title,date,company_name,field,country,country_code,region,coordinates,full_description
HR225,MACHINE MAINTENANCE WORKER,2025-12-01,DECOSPAN Ltd.,"Cloud, DevOps & Systems Engineering",Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: regular and extraordinary maintenance, repair, and servicing of equipment, machines, and facilities, as well as similar tasks. Work experience, knowledge of English, and possession of computer skills are desirable but not required. Requirement: completed at least high school. Permanent employment with a probationary period of 3 months."
HR226,TECHNICIAN - BEGINNER,2025-11-11,RASCO Ltd.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Beginner Service Technician (m/f) Key tasks and responsibilities: assistance in performing service work in the company and in the field participation in the repair of machines and devices learning about the operation and maintenance of RASCO products and devices we represent reporting and recording technical observations from the field entering basic data into databases and monitoring service orders cooperation with colleagues from service and other departments Desired candidate profile: Technical high school degree (automotive mechanic, auto electrician, and related professions) Initial experience or internship in similar jobs is not a requirement; willingness to learn is more important Basic knowledge of English or German Basic computer skills and MS Office applications (basic) Driving license category B Inclination for fieldwork Responsible approach to work tasks Inclination for teamwork and flexibility at work What we offer: Excellent opportunity for personal development in a challenging international environment Additional training related to job specifics and education aimed at personal development Working environment with a high level of responsibility and collaboration with experienced professionals in the field Reimbursements for transportation to and from work, allowances for warm meals, work results, as well as the payment of appropriate daily allowances and field allowances Work location: Kalinovac, Koprivnica-Križevci County Please submit your application no later than November 30, 2025."
HR227,MACHINE TOOLMECHANIC (male/female),2025-09-25,EUROSTONE Ltd.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: carries out preventive maintenance and independently resolves malfunctions performs repairs of the group of machines for which they are responsible, and performs preventive action on all other machines is required to provide technical assistance to machine operators and prevent improper handling must adhere to prescribed safety measures and strictly apply them during the execution of work and when starting the machine according to the decision of the maintenance manager, performs all work related to their profession as well as the duties of a lead master or foreman takes care of savings in materials and spare parts proposes improvements and modifications to machines Requirements: vocational qualification 2 years of work experience in the same or similar jobs driving license category B ability to solve technical problems independently The employer offers: introduction to work under the guidance of a mentor opportunity for personal and professional development regular and stimulating income, individual rewards, and Christmas bonus a motivating and friendly work environment that values work probation period of 6 months."
HR228,MECHANIC (male)/MECHANIC (female),2025-12-10,INTINOVA Ltd.,"Cloud, DevOps & Systems Engineering",Croatia,HR,Zagreb,"(45.8150, 15.9819)","JOB DESCRIPTION: installation of machines, machine repair, installation of devices to improve the technical and production characteristics of machines ongoing and preventive maintenance of machines introduction of new machines and technologies into the production process control of installation, correctness, operation, proper maintenance, and efficiency of machines, as well as consumption of consumables recording and control of spare parts and accessories for machines WE OFFER: possibility of long-term employment full-time work working in two shifts regular income monthly reward for attendance organized transportation by buses internal training needed to perform work tasks a pleasant working atmosphere A completed secondary education in the field of mechanical engineering or electromechanical engineering is required. We expect candidates to be thorough and meticulous, willing to take responsibility and able to work under time constraints."
HR229,LIFT OPERATOR,2025-10-03,SIMPLEX Ltd.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: installation of elevator components, full control of the mechanical and electrical functionality of lifts, participation in testing and commissioning of lifts, coordination with other contractors on the construction site. Conditions: stimulating pay, provided transportation and proper accommodation, introduction to the job and possibilities for additional training, safe and stable working environment. Projects across the EU. The greatest need in Germany. Workers are employed as posted workers. The employer provides accommodation and transportation. Possibility of permanent employment."
HR230,MECHANIC OF INDUSTRIAL MACHINES,2025-12-09,"TOBRIKO, owned by Tomislav Suhan",Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","WE ARE LOOKING FOR: MECHANIC FOR INDUSTRIAL MACHINES - field work. We are looking for a motivated and reliable person for the position of industrial machine mechanic in the field. Experience is desirable but not a requirement – willingness to learn and a responsible approach to work are important. Job description: Servicing, maintenance and repair of industrial machines, field work, collaboration with an experienced team and opportunities for additional training. Conditions: Experience in mechanics – an advantage but not mandatory, basic knowledge of English – an advantage but not a condition, readiness for field work, responsibility, precision and willingness to work in a team. We offer: Paid transport to the workplace, provided accommodation, work clothes and shoes provided, stable working environment and opportunity for professional advancement. If you are interested, please send your resume or contact information to: info@tobriko.hr or 091/595-1093."
HR231,NURSE / MEDICAL TECHNICIAN,2025-12-12,Quality Medical Center d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: - organization and conduct of work with patients: diagnostic and therapeutic procedures, care, providing instructions and keeping documentation. - preparation of space, equipment, instruments, and materials for health care. - implementation of prescribed diagnostic and therapeutic procedures while documenting all activities. - maintaining nursing records and storing documentation in the system while ensuring confidentiality of data. - tracking and ordering medications, sanitary and consumables, and overseeing supplies. - communication with the multidisciplinary team within their competencies. - sorting, labeling and disposing of waste according to legal regulations. Type of work: Fixed-term (probation period 3 months), permanent employment, working hours 12-20h. 40-hour work week. Required education, knowledge and skills. Key competencies: - willingness for continuous learning and acquiring new knowledge. - client-oriented and understanding their needs. - communication skills, friendliness, patience, and helpfulness. - quick and effective problem solving. - teamwork and collaboration in achieving common goals. Attach: - resume - motivation letter - valid approval for independent work (license) from HKM. The employer offers Type of work: - permanent employment (indefinite time, with a probation period of 3 months). - possibility of advancement and bonuses on the base salary. You can expect a pleasant atmosphere, excellent relationships with colleagues, opportunities for training and development in a dynamic and stimulating working environment. If you identify with this description, join our team and enjoy a motivating environment and numerous benefits! Please send your resume and motivation letter to the email address qmc.posao@gmail.com."
HR232,MECHANICAL ENGINEER,2025-12-05,OEM KORP d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: Conducting inspections and tests (e.g., dimensions, functionality). Detecting irregularities and deviations from regulations. Keeping records and reporting results. Working with measuring instruments and equipment. Participating in defining and improving control processes. Possibility of permanent employment."
HR233,Fitter/Pipe Locksmith (m/f/d) (Pipe Fitter),2025-08-05,TGM Kanis Turbinen GmbH,Other / Undefined,Germany,HR,Zagreb,"(45.8150, 15.9819)","Our mission is the planning, manufacturing, delivery, assembly, and commissioning of steam turbine sets, fully meeting the individual customer needs. We combine top quality with effective and safe processes, constantly questioning our thinking and actions in terms of sustainability regarding our products, the environment, and the health and development of our employees. As an employer, we are a professionally operating medium-sized company (currently about 170 employees) that has retained the flexibility and responsiveness from its founding days through short decision-making processes and flat hierarchies. In this spirit, we think solution-oriented and pragmatically, are bold and decisive, and can thus respond quickly and purposefully in the interest of customers and employees. As we are continuously growing, we are looking for reinforcement immediately as a Pipe Fitter/Pipe Mechanic (m/f/d). This is how you fit in with us: - You take responsibility for your actions towards our customers and colleagues. - You enjoy working in a team, as you like to be connected and think beyond your area. - You value honest and direct communication, but also respectful and appreciative communication. - You appreciate it when a company not only expects loyalty from you but also invests in its employees. - You are authentic and integral, living your own values and beliefs while bringing your unique traits. - You enjoy dealing with international customers, are willing to travel, and can express yourself well in German and English - perhaps you even speak another foreign language. **** You are responsible for: - You take over the preparatory work for the piping during the assembly of our steam turbine sets. What we expect from you: - Completed training as a pipe mechanic or in the field of metal construction, welding technology, or comparable qualification. - Relevant professional experience in pipeline construction. - High willingness to travel and flexibility (80% field service). - Confident handling of usual welding documents, independent work according to planning documents/isometries. - Class B driver's license. - Technical understanding. What we offer you: - 30 days of vacation/year - Flexibility for working off overtime - Employee offers through the Corporate Benefit Program - Bicycle leasing as a non-cash benefit - Contribution to company pension plan or VWL - Employer-financed accident insurance (also for private accidents). You can apply directly through the application form on our website: https://www.tgmkanis.com/karriere (https://www.tgmkanis.com/karriere) TGM Kanis Turbinen GmbH Am Flachmoor 6 90475 Nuremberg Team Human Resources."
HR238,TECHNICIAN IN GELATIN PREPARATION,2025-10-31,ACG Europe d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","ACG Europe d.o.o. is one of the leading manufacturers of hard gelatin capsules in Europe. It is located in Ludbreg and is part of an international organization headquartered in India. More information can be found at www.acg-world.com. We are currently looking for a Worker for the position of Technician in Gelatin Preparation (m/f). Job description: Preparation of dye solution for coloring gelatin solution according to working instructions; Preparation of dispersing fillers for colored gelatin solutions according to working instructions; Coloring of gelatin solution and viscosity, shade, and temperature corrections (if necessary) according to working instructions; Shade and temperature corrections; Checking parameters of dyed gelatin solution according to working instructions; Checking the correctness of tank valves and presence of air bubbles and black spots in the prepared dyed gelatin solution; Responsibility for maintaining the cleanliness of the gelatin preparation area; Washing and disinfection of dishes and equipment for preparing components for gelatin solution coloring and preparation of gelatin solution; Timely and orderly keeping of prescribed documentation in accordance with applicable working instructions and good documentation practices; Data entry into information system (SAP); Preparation of titanium dioxide dispersion in the Temec reactor; Adherence to GMP and ISO system regulations and procedures; Making the weighings of dyes, fillers, and additives according to the production plan; Calibration of scales according to working instructions. Required competencies: Formal education: High school diploma in chemistry or pharmaceutical orientation; Experience: preferably 1 year in similar jobs, not mandatory; Foreign language: Basic knowledge of English language in speaking and writing; Computer knowledge: Knowledge of MS Office suite. WHY ACG EUROPE? Work in the pharmaceutical industry; Structured introduction to work with a mentor; Continuous professional training and development; Professionally challenging job in an international environment; Competitive financial package: rewards for achieved business results (monthly and annual); Travel expenses fully paid; Occasional rewards (Easter bonuses, vacation bonuses, Christmas bonuses, gifts for children, support for newborns); Meal allowance; Additional benefits: health check-up, gym usage, occasional gifts, free coffee."
HR239,PROCESS ENGINEER (male)/PROCESS ENGINEER (female),2025-11-17,bio-mi d. o. o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","JOB DESCRIPTION: BIO-MI d.o.o. is a company specialized in research, development, and production of biodegradable and compostable polymers. We are looking for a technically oriented person who will be an important link between the production and R&D team. Working and supervising process equipment (extrusion lines, mixers, granulation systems, etc.); Process optimization and monitoring production parameters; Participation in testing and introduction of new formulations into production; Laboratory testing; Working on EU projects which includes attending meetings across Europe; Managing technical documentation and proposing process improvements. REQUIREMENTS: Mandatory university degree or higher vocational education in technical fields - chemical engineering, process engineering, mechanical engineering, and related professions; Understanding of the operation of process and production equipment; Independence in technical work and problem-solving; Organization, precision, and a tendency towards teamwork; Active knowledge of the English language in speech and writing; Computer skills; Driving license: category B. Desirable experience in working on process equipment (extrusion, mixing, drying, etc.); Knowledge of polymer, plastic, or similar material industrial production; Experience in technical maintenance and process optimization."
HR240,HEAD OF THE CONSTRUCTION MATERIALS DEPARTMENT (MALE/FEMALE),2025-10-03,ERA-COMMERCE d.o.o.,"Cloud, DevOps & Systems Engineering",Croatia,HR,Zagreb,"(45.8150, 15.9819)","Keeps records of employee arrivals and departures as well as annual leave and sick leave of employees in the department; Monitors inventory of goods and promotes the sale of goods that have been in stock for more than 30 days; Responsibly organizes the department, the neatness of the goods display; Responsible for receiving goods and releasing them for sale; Responsible for correct storage of goods; Responsible for the operation and organization of the department; Timely performs procurement of goods from the company’s central purchasing; Actively participates in sales and motivates sales, displays goods, conducts promotional sales."
HR241,HEAD / FEMALE HEAD OF THE DEPARTMENT OF CONSTRUCTION MATERIALS,2025-12-01,PATAKUN d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)",Job description: Creating business plans and market processing; Contracting procurement and sales of goods; Managing and organizing procurement and sales of goods; Taking on activities to achieve business plans. We offer: Regular monthly salary and annual bonuses for achieved sales results; Christmas and Easter bonuses; Opportunities for personal and professional development.
HR243,WORKER FOR PLASTIC MATERIAL PROCESSING,2025-09-05,METAL PRODUCT D.O.O.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: - Working on machines for plastic material forming in hot and cold states; - Cutting materials with band and circular saws; - Working with hand electric and pneumatic tools; - Working on machines for tapering and bending bar materials; - Thread rolling; - Working with induction and flame furnaces; - Working with furnaces for heat treatment; - Quality control and responsibility for produced parts; - Care for the correctness of machines and devices with which he/she works; - Responsibility for daily maintenance and cleaning of machines and the surrounding area; - Care for occupational safety and environmental protection. Conditions: - Work experience: 6 months in the same or similar jobs; - Forklift handling -> desirable, but not mandatory."
HR244,WATERPROOFER (male/female),2025-10-06,HIDRO-PROJEKT d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","JOB DESCRIPTION: - performing specialized construction work - waterproofing buildings - restoration of buildings damaged in the earthquake. Work is in the Republic of Croatia. The employer covers travel expenses in full to the employer's headquarters, and from the employer's headquarters to the workplace provides transportation by the employer's van. In case of working at a greater distance from the employer's headquarters, the employer also provides shared accommodation. WE OFFER: - stimulating compensation - work in a successful and stable company - a pleasant working atmosphere and healthy interpersonal relationships - an opportunity for personal and professional development. WHAT WE EXPECT FROM YOU: - experience working on construction sites, experience in specialized construction work such as waterproofing is an advantage, - proactivity, speed, skill in manual work - readiness for teamwork - responsibility for your own work and for maintaining tools and other company property."
HR245,INSULATOR (male)/INSULATOR (female),2025-12-10,IZO - MG j.d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: insulation of piping housetechnik (armaflex). Work location: Croatia and Germany. Knowledge of the German language is desirable, but not a requirement. The employer provides accommodation and transportation on-site. Workers abroad are employed as posted workers."
HR246,INSULATOR,2025-12-02,BAZENI JUKIĆ d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: preparation of swimming pools for foil installation, cutting and welding foil in pools, maintenance and servicing of pools. Field work primarily in the area of Zagreb and Zagreb County, if necessary in some other parts of Croatia."
HR247,WORKER ON PRODUCTION LINE,2025-12-11,NOVATION TECH ISTRIA d. o. o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: Work on the production line - packaging materials required for the laminating department, creating a special bag with an attached corresponding label for each item; Motivation for work in production, diligently performing tasks according to instructions, and will be introduced to the job by colleagues. We offer a fixed-term contract with the possibility of permanent employment after the first 6 months. Regular and stimulating compensation (monthly bonuses), reimbursement for hot meals and transportation, a pleasant work environment."
HR249,SENIOR DESIGNER/SENIOR VISUAL COMMUNICATIONS DESIGNER,2025-10-24,PROSTORIA Ltd.,"Finance, Economics & Decision Science",Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: art direction of design projects, their implementation, and leading a team of graphic designers, design and preparation of materials for print and digital media, design of promotional materials for the company (print and digital formats), developing concepts for design and execution of digital campaigns, design of price lists, fabric catalogs, educational packages, certificates, assembly instructions, actively participating in various creative processes of the company. Requirements: educational qualification: VŠS, VSS; design studies desirable, work experience in a design studio, marketing agency or similar jobs (minimum three years), experience in web design and various formats of digital advertising, knowledge of basic principles of UX design, active knowledge of English language in speech and writing, active knowledge of Adobe software package (InDesign, Illustrator, Photoshop), active use of MS Office package. Desirable knowledge and skills: pronounced sense of aesthetics and a creative approach to challenges, outstanding organizational skills, initiative and proactivity, developed strong work ethic, positive attitude towards work and the team they will collaborate with, ability to work under pressure and deadlines, accuracy and precision, flexibility, ability to learn, excellent communication skills, logical thinking. Your satisfaction is important to us, therefore we offer: paid transportation and reimbursement for hot meals, occasional and annual bonuses, external and internal training and education, additional days of paid leave (e.g. childbirth, relocation…) accident insurance for employees, MultiSport program, opportunity for professional development and advancement, work in a stable and promising company on dynamic work tasks and challenging projects, work in a young and dynamic team in a friendly atmosphere, bonuses and rewards for innovations, suggestions for improvement of the production process. Along with the application, a portfolio of previous work must be included."
HR250,STACKER OF CUTTING PARTS,2025-12-12,KOSTELAR d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)",We are looking for a meticulous and reliable person to perform the following tasks: quality control of cut parts according to established standards packaging to ensure accurate quantity and quality maintenance of machines and reporting any malfunctions or deficiencies ensuring that cut parts are cleaned of technological waste. Send your resume to info@kostelar.com and join our team!
HR251,SITE MANAGER/ICA CROATIA,2025-12-03,KLEMA D.O.O.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Shape the future. Lead with purpose. The aim of the job at Klema d.o.o. is a rapidly growing company (~30 employees) where strong communication and leadership skills are key to success. For our location in Vrhovljan, we are seeking a motivated and entrepreneurial leader to take operational and strategic responsibility and lead the location into the next phase of growth. Your mission is to take full responsibility for operational efficiency, financial results, and organizational development of the location. You will be the key contact for internal and external stakeholders and play an important role in implementing larger projects. Your responsibilities Operational and financial leadership: Ensure operational excellence and take full responsibility for the financial results of the location. Manage budgeting, cost control, and forecasting. Report timely and accurately on performance, achievements, and deviations. Initiate corrective measures in case of deviations from budget or planned results. Leadership skills and organizational development: Lead, develop, and support the team at the location. Encourage continuous improvement and a positive, high-performance work culture. Ability to work effectively with a team that is predominantly female. Project management: Lead and implement larger projects at the location (e.g., facility expansion, SAP system integration). Define and plan necessary resources according to the budget and project scope. Cross-functional collaboration and stakeholder relations: Be the key contact person for Interface d.o.o. (Klema Austria / GC). Responsible for finance, procurement, reporting, and budgeting processes. Manage and resolve customer complaints. Safety, quality, and infrastructure: Perform the role of EHS coordinator at the location. Ensure safe, compliant, and efficient daily operations. Oversee maintenance and infrastructure processes. Your profile Experience in the medical or other strictly regulated industry Strong entrepreneurial mindset Very good knowledge of the English language Solid knowledge of SAP Excellent leadership and communication skills Ability to lead effectively and collaborate in a team with a predominantly female workforce High organization, structuring, and problem-solving orientation Passion for maintaining oversight of processes and achieving results Willingness to travel occasionally What we offer A role with responsibilities from day one An opportunity to actively shape and develop the location A dynamic, international working environment Space for professional and personal development An attractive compensation package Interested? If you are ready to make an impact and lead the future of our location in Vrhovljan, we look forward to your application at the email: klema.croatia@klema.at"
HR253,OPERATOR (male/female),2025-12-08,VINDON D.O.O.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: setting up and servicing machines to ensure continuity of the packing line weighing and controlling the weight of the assortment receiving, tracking, and executing all packaging orders and preparing accompanying documentation setting up and servicing machines to ensure continuity of the packing line in the cold processing plant assembling and disassembling machines and lines for forming and packaging meat products weighing and controlling the weight of the assortment receiving, tracking, and executing all packaging orders and preparing accompanying documentation performing tasks and being responsible for monitoring temperature regimes of semi-finished products and finished products in the cold processing plant controlling, leading, and being responsible for all records in the technological process of meat products production Possibility of permanent employment."
HR254,OPERATOR OF RAW MATERIAL SORTING MACHINE,2025-12-10,HERBARIUM d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Manually inspects raw materials and separates waste, foreign bodies, damaged or unusable pieces. Works to ensure that only clean, quality, and indisputable raw materials proceed to the process. Recognizes types of waste (damaged, dirty, overcooked/underprocessed, contaminated). Sorts materials according to a pre-defined quality standard. Timely cleaning and emptying of sieves, trays, or conveyors. Reporting irregularities on the equipment (poor motor performance, blockage, wear)."
HR255,BRICKLAYER/CONSTRUCTION SITE SUPERVISOR,2025-11-11,AK BAU-PROJECT d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","The company AK BAU-project d.o.o. is looking for a person to perform the work of a bricklayer/site manager in the city of Zagreb. The employer is looking for a person with experience. Duties: bricklaying work, supervising a team of bricklayers, task distribution and maintaining order on the construction site. Net salary 2000.00 EUR."
HR256,ENGINEER INTERN,2025-12-08,MIG Zagreb d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","With active mentoring from engineers with many years of experience, and in collaboration with the rest of the engineering team, the employer describes the job responsibilities with which the intern starts their career as a civil engineer: • Managing the construction diary and construction log • Coordinating site activities • Performing work with subcontractors and controlling them (deadlines, quality, costs) • Organizational, financial, and time tracking of the project • Preparing feasibility studies • Developing execution solutions and detailed drawings of the execution details. The employer offers: The opportunity for the candidate to become acquainted with a wide range of jobs and activities that are part of the career of a construction engineer in a relatively short period, and further, within the team, you can profile yourself long-term for jobs that suit you better and where you can use all your potential. • Incentivizing work atmosphere • Opportunities for personal and professional development • Encouraging remuneration • Possibility of bonuses according to achieved results • Additional professional training (seminars at the construction chamber, supplier and manufacturer seminars) • Occasional payments and financial support • Your qualifications: • Civil engineer (Associate/Bachelor's degree) • Reliability and responsibility in work and assigned tasks • Use of Office packages (Excel, Project) and AutoCAD program. APPLICATION -> to info info@mig-zagreb.hr, and interviews with candidates will be held at agreed times in our office in Zagreb or via video call."
HR257,CONSTRUCTION TECHNICIAN,2025-11-26,TERMO SAN d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","TASKS: independent management of works and project analysis, preparation of organizational and scheduling plans of the project as well as contracting plans, ordering materials and other resources, forming, managing, and coordinating teams and supervising and controlling the execution of works, participating in the establishment of the construction site and ensuring all conditions for the start of work, managing all necessary construction documentation (construction diary, construction log, collecting certifications, etc.) from the introduction to the job to the technical inspection (compliance of construction with the contractual documentation and provisions of the contract), delivering and preparing reports on completed parts of works and their costs, monitoring financial results of the construction site, participation in the execution of works on the site in terms of quality, quantity, deadlines, and costs, participation in the organization and coordination of works on the site in accordance with the project and contract, participating in contracting works with subcontractors, suppliers, and other stakeholders in construction and controlling implementation, coordination with the construction team, controlling the execution of works, managing the construction diary and preparing the construction log, participating in coordination meetings with the investor, supervising engineer, subcontractors, and suppliers. QUALIFICATIONS: secondary vocational education in construction technology, knowledge of English language in speaking and writing, work experience (preferred but not required), good knowledge and implementation of safety measures, willingness to travel and work in the field, reliability, responsibility, and commitment to work tasks, organizational skills, negotiating skills, developed social skills, and communication skills, independence in work, active knowledge of working in AutoCad and MS Project."
HR258,CIVIL ENGINEER,2025-12-11,TERMO SAN d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Job description: • independent management of works and project analysis • preparing organizational and scheduling plans for the project, as well as contracting plans, ordering materials, and other resources • forming, managing, and coordinating teams while supervising and controlling the execution of works • participating in the establishment of the construction site and ensuring all conditions for the start of work • managing all necessary construction documentation (construction diary, construction log, collecting certifications, etc.) from job introduction to technical inspection (compliance of construction with contractual documentation and contract provisions) • delivering and preparing reports on completed parts of works and their costs, monitoring financial results of the construction site • participating in the execution of works on the site regarding quality, quantity, deadlines, and costs • participating in the organization and coordination of works on the site in accordance with the project and contract • participating in contracting works with subcontractors, suppliers, and other stakeholders in construction while controlling implementation • coordination with the construction team, controlling the execution of works, managing the construction diary, and preparing the construction log • participating in coordination meetings with the investor, supervising engineer, subcontractors, and suppliers • fieldwork ZAGREB-SPLIT The employee is entitled to use a company car, laptop, and mobile phone. QUALIFICATIONS: • professional or university degree in civil engineering (Master or Bachelor of Civil Engineering) • knowledge of English language in speaking and writing • passed professional exam (preferred but not required) • work experience (preferred but not required) • good knowledge and implementation of safety measures • willingness to travel and work in the field • reliability, responsibility, and commitment to work tasks • organizational skills, negotiating abilities, developed social skills and communication • independence in work • active knowledge of working in AutoCad, MS Project."
HR259,INSTALLER OF SECURITY DOORS,2025-12-08,Door Project j.d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(45.8150, 15.9819)","Due to increased workload, we are looking for a locksmith for anti-burglary doors to join our team! Job description: - installation of anti-burglary and interior doors at customer sites - servicing and maintaining doors. Fieldwork in the area of Zagreb and Zagreb County."
CY1,CIVIL ENGINEER,2025-10-08,G.GEORGALLIDES & ASSOCIATES LIMITED,Civil Engineering,Cyprus,CY,Cyprus,"(35.1856, 33.3823)","1. VERIFYING CALCULATIONS FROM SOFTWARE 2. SITE VISITS- PROJECT SUPERVISION 3. QUANTITIES ANALYSIS OF MATERIALS 4. STRUCTURAL DETAILED DESIGNING WORK SCHEDULE IS 9:00-17:30 WITH 30 MINUTES BREAK, TO HAVE AT LEAST 1 YEAR EXPERIENCE AND HAVE THE ACCORDINGLY DIPLOMAS/BACHELORS. Please note that a copy of the letter and CV sent to the employer should also be sent to the (EURES ADVISOR, MARIA IOAKIM, mioakim@dl.mlsi.gov.cy). Please include the national vacancy reference number."
CY2,SITE ENGINEER,2025-08-04,IMPERIO OPERATIONS LTD,Civil Engineering,Cyprus,CY,Cyprus,"(35.1856, 33.3823)","SITE SUPERVISION, CHECKING OF PLANS & QUANTITIES, COOPERATION WITH ARCHITECTS, CONTRACTORS, CHECKING THAT WORKS ARE BEING CARRIED OUT CORRECTLY, PREPARATION OF REPORT FOR MANAGEMENT, REPORTING TO THE PROJECT MANAGER, BSC IN CIVIL ENGINEERING, QA/QC PROCESS, KNOWLEDGE OF HINDI LANGUAGE, Please note that a copy of the letter and CV sent to the employer should also be sent to the (EURES ADVISOR, MARIA PITSILLIDOU, mpitsillidou@dl.mlsi.gov.cy). Please include the national vacancy reference number."
CY3,SECURITY SYSTEMS ENGINEER,2025-10-03,HANDY'S SECURITY SYSTEMS LIMITED,"Cloud, DevOps & Systems Engineering",Cyprus,CY,Cyprus,"(35.1856, 33.3823)","RESEARCH, DEVELOPMENT AND SUPPORT OF SECURITY PRODUCTS AND SYSTEMS, - ACADEMIC QUALIFICATIONS IN ELECTRICAL ENGINEERING, ELECTRONIC ENGINEERING OR COMPUTER ENGINEERING - BASIC PRINCIPLES OF ELECTRICAL ENGINEERING - EXCELLENT LEARNING ABILITIES - KNOWLEDGE OF TCP/IP - GOOD KNOWLEDGE OF NETWORKING - COMMUNICATION SKILLS, Please note that a copy of the letter and CV sent to the employer should also be sent to the (EURES ADVISOR, PRODROMOS CHRYSANTHOU, pchrysanthou@dl.mlsi.gov.cy). Please include the national vacancy reference number."
CY4,SENIOR NOC ENGINEER,2025-09-24,INTERGO TELECOM LTD,Telecommunications & Networking,Cyprus,CY,Cyprus,"(35.1856, 33.3823)","INTERGO TELECOM LTD SEEKS A SENIOR NOC ENGINEER TO OVERSEE THE PERFORMANCE, SECURITY, AND STABILITY OF OUR GLOBAL TELECOM INFRASTRUCTURE. YOU’LL MANAGE ENTERPRISE VOICE & MESSAGING PLATFORMS, INCLUDING SIP TRUNKING, SMS, GLOBAL DIDS, AND APIS, ENSURING UPTIME AND HIGH DELIVERY RATES. RESPONSIBILITIES INCLUDE INCIDENT OWNERSHIP, ROOT CAUSE ANALYSIS, ADVANCED NETWORK CONFIGURATIONS, SECURITY ENFORCEMENT, AND VENDOR COMMUNICATION. YOU’LL MENTOR JUNIOR ENGINEERS, OPTIMIZE NETWORK PERFORMANCE, MAINTAIN DOCUMENTATION, ENHANCE MONITORING/AUTOMATION, AND PARTICIPATE IN ON-CALL ROTATIONS TO UPHOLD SLAS, SHAPING NOC BEST PRACTICES AND RELIABILITY FOR DIVERSE GLOBAL CLIENTS., 5+ YRS NOC/TELECOM/SAAS WITH SMPP, SIP, SS7, TCP/IP, TLS, VPN. SKILLED IN ALARIS, SMS/VOICE PLATFORMS, WIRESHARK, TCPDUMP, MONITOR (ZABBIX/GRAFANA), ELK/GRAYLOG, SECURITY PROTOCOLS, INCIDENT MGT, ON-CALL ROTATIONS, DOCUMENTATION, CROSS-FUNCTIONAL COLLAB., Please note that a copy of the letter and CV sent to the employer should also be sent to the (EURES ADVISOR, PANAYIOTA PANAYI, ppanayi@dl.mlsi.gov.cy). Please include the national vacancy reference number."
